Soil,State,District,Season,water,crop
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Litchi
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Rapeseed &Mustard
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Dry ginger
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Ragi
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Tapioca
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Tobacco
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Urad
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Guar seed
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,low,Gram
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,medium,Jowar
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,medium,Small millets
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,medium,Yam
loam soil,Tamil Nadu,TIRUPPUR,Kharif,high,Maize
loam soil,Tamil Nadu,TIRUPPUR,Kharif,low,Urad
loam soil,Tamil Nadu,TIRUPPUR,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUPPUR,Kharif,medium,Jowar
loam soil,Tamil Nadu,TIRUPPUR,Kharif,medium,Wheat
loam soil,Tamil Nadu,TIRUPPUR,Rabi,high,Maize
loam soil,Tamil Nadu,TIRUPPUR,Rabi,low,Gram
loam soil,Tamil Nadu,TIRUPPUR,Rabi,low,Urad
loam soil,Tamil Nadu,TIRUPPUR,Rabi,medium,Jowar
loam soil,Tamil Nadu,TIRUPPUR,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,high,Maize
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,low,Gram
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,low,Ragi
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,low,Tapioca
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,low,Tobacco
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,low,Urad
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,medium,Jowar
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUPPUR,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,high,Maize
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,high,Korra
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,low,Tobacco
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,low,Ragi
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,low,Urad
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,medium,Small millets
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,medium,Jowar
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,medium,Pulses total
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,medium,Niger seed
loam soil,Tamil Nadu,TIRUVANNAMALAI,Kharif,medium,Soyabean
loam soil,Tamil Nadu,TIRUVANNAMALAI,Rabi,high,Rapeseed &Mustard
loam soil,Tamil Nadu,TIRUVANNAMALAI,Rabi,high,Maize
loam soil,Tamil Nadu,TIRUVANNAMALAI,Rabi,low,Gram
loam soil,Tamil Nadu,TIRUVANNAMALAI,Rabi,low,Ragi
loam soil,Tamil Nadu,TIRUVANNAMALAI,Rabi,low,Urad
loam soil,Tamil Nadu,TIRUVANNAMALAI,Rabi,medium,Jowar
loam soil,Tamil Nadu,TIRUVANNAMALAI,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Maize
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Rapeseed &Mustard
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Litchi
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Water Melon
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,high,Cardamom
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Gram
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Ragi
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Tapioca
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Tobacco
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Urad
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Guar seed
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,low,Garlic
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Jowar
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Small millets
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,TIRUVANNAMALAI,Whole Year,medium,Yam
loam soil,Tamil Nadu,TUTICORIN,Kharif,high,Maize
loam soil,Tamil Nadu,TUTICORIN,Kharif,high,Korra
loam soil,Tamil Nadu,TUTICORIN,Kharif,low,Ragi
loam soil,Tamil Nadu,TUTICORIN,Kharif,low,Urad
loam soil,Tamil Nadu,TUTICORIN,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,TUTICORIN,Kharif,medium,Small millets
loam soil,Tamil Nadu,TUTICORIN,Kharif,medium,Jowar
loam soil,Tamil Nadu,TUTICORIN,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TUTICORIN,Kharif,medium,Pulses total
loam soil,Tamil Nadu,TUTICORIN,Kharif,medium,Soyabean
loam soil,Tamil Nadu,TUTICORIN,Rabi,high,Maize
loam soil,Tamil Nadu,TUTICORIN,Rabi,low,Gram
loam soil,Tamil Nadu,TUTICORIN,Rabi,low,Ragi
loam soil,Tamil Nadu,TUTICORIN,Rabi,low,Urad
loam soil,Tamil Nadu,TUTICORIN,Rabi,medium,Jowar
loam soil,Tamil Nadu,TUTICORIN,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Maize
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Grapes
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Orange
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,TUTICORIN,Whole Year,high,Water Melon
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Dry ginger
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Gram
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Ragi
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Tapioca
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Urad
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Garlic
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Guar seed
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,TUTICORIN,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,TUTICORIN,Whole Year,medium,Jowar
loam soil,Tamil Nadu,TUTICORIN,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TUTICORIN,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,TUTICORIN,Whole Year,medium,Small millets
loam soil,Tamil Nadu,TUTICORIN,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,TUTICORIN,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,TUTICORIN,Whole Year,medium,Yam
loam soil,Tamil Nadu,VELLORE,Kharif,high,Maize
loam soil,Tamil Nadu,VELLORE,Kharif,high,Korra
loam soil,Tamil Nadu,VELLORE,Kharif,low,Ragi
loam soil,Tamil Nadu,VELLORE,Kharif,low,Urad
loam soil,Tamil Nadu,VELLORE,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,VELLORE,Kharif,low,Jute
loam soil,Tamil Nadu,VELLORE,Kharif,medium,Small millets
loam soil,Tamil Nadu,VELLORE,Kharif,medium,Jowar
loam soil,Tamil Nadu,VELLORE,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VELLORE,Kharif,medium,Pulses total
loam soil,Tamil Nadu,VELLORE,Kharif,medium,Niger seed
loam soil,Tamil Nadu,VELLORE,Kharif,medium,Soyabean
loam soil,Tamil Nadu,VELLORE,Kharif,medium,Wheat
loam soil,Tamil Nadu,VELLORE,Rabi,high,Rapeseed &Mustard
loam soil,Tamil Nadu,VELLORE,Rabi,high,Maize
loam soil,Tamil Nadu,VELLORE,Rabi,low,Gram
loam soil,Tamil Nadu,VELLORE,Rabi,low,Ragi
loam soil,Tamil Nadu,VELLORE,Rabi,low,Urad
loam soil,Tamil Nadu,VELLORE,Rabi,medium,Wheat
loam soil,Tamil Nadu,VELLORE,Rabi,medium,Jowar
loam soil,Tamil Nadu,VELLORE,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Maize
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Rapeseed &Mustard
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Grapes
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Litchi
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Orange
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Water Melon
loam soil,Tamil Nadu,VELLORE,Whole Year,high,Cardamom
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Gram
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Ragi
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Tapioca
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Urad
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Guar seed
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Tobacco
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Garlic
loam soil,Tamil Nadu,VELLORE,Whole Year,low,Dry ginger
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Jowar
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Small millets
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,VELLORE,Whole Year,medium,Yam
loam soil,Tamil Nadu,VILLUPURAM,Kharif,high,Korra
loam soil,Tamil Nadu,VILLUPURAM,Kharif,high,Maize
loam soil,Tamil Nadu,VILLUPURAM,Kharif,low,Ragi
loam soil,Tamil Nadu,VILLUPURAM,Kharif,low,Urad
loam soil,Tamil Nadu,VILLUPURAM,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,VILLUPURAM,Kharif,medium,Small millets
loam soil,Tamil Nadu,VILLUPURAM,Kharif,medium,Jowar
loam soil,Tamil Nadu,VILLUPURAM,Kharif,medium,Mesta
loam soil,Tamil Nadu,VILLUPURAM,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VILLUPURAM,Kharif,medium,Pulses total
loam soil,Tamil Nadu,VILLUPURAM,Rabi,high,Rapeseed &Mustard
loam soil,Tamil Nadu,VILLUPURAM,Rabi,high,Maize
loam soil,Tamil Nadu,VILLUPURAM,Rabi,low,Gram
loam soil,Tamil Nadu,VILLUPURAM,Rabi,low,Ragi
loam soil,Tamil Nadu,VILLUPURAM,Rabi,low,Urad
loam soil,Tamil Nadu,VILLUPURAM,Rabi,medium,Jowar
loam soil,Tamil Nadu,VILLUPURAM,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Water Melon
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Maize
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Rapeseed &Mustard
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,high,Cardamom
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Ragi
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Tapioca
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Tobacco
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Urad
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Guar seed
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Garlic
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,low,Gram
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,medium,Jowar
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,medium,Small millets
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,VILLUPURAM,Whole Year,medium,Yam
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,high,Maize
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,high,Korra
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,low,Ragi
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,low,Urad
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,low,Dry ginger
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,medium,Small millets
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,medium,Jowar
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VIRUDHUNAGAR,Kharif,medium,Pulses total
loam soil,Tamil Nadu,VIRUDHUNAGAR,Rabi,high,Maize
loam soil,Tamil Nadu,VIRUDHUNAGAR,Rabi,low,Gram
loam soil,Tamil Nadu,VIRUDHUNAGAR,Rabi,low,Ragi
loam soil,Tamil Nadu,VIRUDHUNAGAR,Rabi,low,Urad
loam soil,Tamil Nadu,VIRUDHUNAGAR,Rabi,medium,Jowar
loam soil,Tamil Nadu,VIRUDHUNAGAR,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Cardamom
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Maize
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Grapes
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Orange
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,high,Water Melon
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Gram
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Ragi
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Tapioca
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Urad
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Guar seed
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,medium,Jowar
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,medium,Small millets
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,VIRUDHUNAGAR,Whole Year,medium,Yam
loam soil,Telangana,ADILABAD,Kharif,high,Maize
loam soil,Telangana,ADILABAD,Kharif,low,Other Kharif pulses
loam soil,Telangana,ADILABAD,Kharif,low,Urad
loam soil,Telangana,ADILABAD,Kharif,low,Gram
loam soil,Telangana,ADILABAD,Kharif,low,Ragi
loam soil,Telangana,ADILABAD,Kharif,low,Ginger
loam soil,Telangana,ADILABAD,Kharif,medium,Jowar
loam soil,Telangana,ADILABAD,Kharif,medium,Moong(Green Gram)
loam soil,Telangana,ADILABAD,Kharif,medium,Small millets
loam soil,Telangana,ADILABAD,Kharif,medium,Soyabean
loam soil,Telangana,ADILABAD,Kharif,medium,Mesta
loam soil,Telangana,ADILABAD,Kharif,medium,Turmeric
loam soil,Telangana,ADILABAD,Rabi,high,Maize
loam soil,Telangana,ADILABAD,Rabi,high,Rapeseed &Mustard
loam soil,Telangana,ADILABAD,Rabi,high,Safflower
loam soil,Telangana,ADILABAD,Rabi,low,Gram
loam soil,Telangana,ADILABAD,Rabi,low,Urad
loam soil,Telangana,ADILABAD,Rabi,low,Linseed
loam soil,Telangana,ADILABAD,Rabi,low,Ragi
loam soil,Telangana,ADILABAD,Rabi,low,Tobacco
loam soil,Telangana,ADILABAD,Rabi,medium,Jowar
loam soil,Telangana,ADILABAD,Rabi,medium,Moong(Green Gram)
loam soil,Telangana,ADILABAD,Rabi,medium,Other  Rabi pulses
loam soil,Telangana,ADILABAD,Rabi,medium,Wheat
loam soil,Telangana,ADILABAD,Whole Year,high,Orange
loam soil,Telangana,ADILABAD,Whole Year,high,Pome Fruit
loam soil,Telangana,ADILABAD,Whole Year,high,Safflower
loam soil,Telangana,ADILABAD,Whole Year,low,Tobacco
loam soil,Telangana,ADILABAD,Whole Year,low,Garlic
loam soil,Telangana,ADILABAD,Whole Year,medium,Turmeric
loam soil,Telangana,ADILABAD,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Telangana,ADILABAD,Whole Year,medium,Soyabean
loam soil,Telangana,KARIMNAGAR,Kharif,high,Maize
loam soil,Telangana,KARIMNAGAR,Kharif,low,Other Kharif pulses
loam soil,Telangana,KARIMNAGAR,Kharif,low,Tobacco
loam soil,Telangana,KARIMNAGAR,Kharif,low,Urad
loam soil,Telangana,KARIMNAGAR,Kharif,low,Gram
loam soil,Telangana,KARIMNAGAR,Kharif,low,Ginger
loam soil,Telangana,KARIMNAGAR,Kharif,medium,Jowar
loam soil,Telangana,KARIMNAGAR,Kharif,medium,Moong(Green Gram)
loam soil,Telangana,KARIMNAGAR,Kharif,medium,Soyabean
loam soil,Telangana,KARIMNAGAR,Kharif,medium,Turmeric
loam soil,Telangana,KARIMNAGAR,Rabi,high,Maize
loam soil,Telangana,KARIMNAGAR,Rabi,high,Safflower
loam soil,Telangana,KARIMNAGAR,Rabi,high,Rapeseed &Mustard
loam soil,Telangana,KARIMNAGAR,Rabi,low,Gram
loam soil,Telangana,KARIMNAGAR,Rabi,low,Urad
loam soil,Telangana,KARIMNAGAR,Rabi,low,Tobacco
loam soil,Telangana,KARIMNAGAR,Rabi,medium,Jowar
loam soil,Telangana,KARIMNAGAR,Rabi,medium,Other  Rabi pulses
loam soil,Telangana,KARIMNAGAR,Rabi,medium,Wheat
loam soil,Telangana,KARIMNAGAR,Rabi,medium,Moong(Green Gram)
loam soil,Telangana,KARIMNAGAR,Whole Year,high,Grapes
loam soil,Telangana,KARIMNAGAR,Whole Year,high,Orange
loam soil,Telangana,KARIMNAGAR,Whole Year,high,Pome Fruit
loam soil,Telangana,KARIMNAGAR,Whole Year,low,Tobacco
loam soil,Telangana,KARIMNAGAR,Whole Year,low,Dry ginger
loam soil,Telangana,KARIMNAGAR,Whole Year,low,Garlic
loam soil,Telangana,KARIMNAGAR,Whole Year,low,Ginger
loam soil,Telangana,KARIMNAGAR,Whole Year,medium,Turmeric
loam soil,Telangana,KARIMNAGAR,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Telangana,KARIMNAGAR,Whole Year,medium,Soyabean
loam soil,Telangana,KHAMMAM,Kharif,high,Maize
loam soil,Telangana,KHAMMAM,Kharif,low,Tobacco
loam soil,Telangana,KHAMMAM,Kharif,low,Urad
loam soil,Telangana,KHAMMAM,Kharif,low,Ragi
loam soil,Telangana,KHAMMAM,Kharif,low,Other Kharif pulses
loam soil,Telangana,KHAMMAM,Kharif,low,Gram
loam soil,Telangana,KHAMMAM,Kharif,medium,Jowar
loam soil,Telangana,KHAMMAM,Kharif,medium,Moong(Green Gram)
loam soil,Telangana,KHAMMAM,Kharif,medium,Small millets
loam soil,Telangana,KHAMMAM,Kharif,medium,Mesta
loam soil,Telangana,KHAMMAM,Kharif,medium,Soyabean
loam soil,Telangana,KHAMMAM,Kharif,medium,Turmeric
loam soil,Telangana,KHAMMAM,Rabi,high,Maize
loam soil,Telangana,KHAMMAM,Rabi,high,Rapeseed &Mustard
loam soil,Telangana,KHAMMAM,Rabi,high,Safflower
loam soil,Telangana,KHAMMAM,Rabi,low,Urad
loam soil,Telangana,KHAMMAM,Rabi,low,Gram
loam soil,Telangana,KHAMMAM,Rabi,low,Ragi
loam soil,Telangana,KHAMMAM,Rabi,low,Tobacco
loam soil,Telangana,KHAMMAM,Rabi,medium,Jowar
loam soil,Telangana,KHAMMAM,Rabi,medium,Moong(Green Gram)
loam soil,Telangana,KHAMMAM,Rabi,medium,Small millets
loam soil,Telangana,KHAMMAM,Rabi,medium,Other  Rabi pulses
loam soil,Telangana,KHAMMAM,Whole Year,high,Orange
loam soil,Telangana,KHAMMAM,Whole Year,high,Pome Fruit
loam soil,Telangana,KHAMMAM,Whole Year,low,Tobacco
loam soil,Telangana,KHAMMAM,Whole Year,low,Tapioca
loam soil,Telangana,KHAMMAM,Whole Year,medium,Turmeric
loam soil,Telangana,KHAMMAM,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Telangana,KHAMMAM,Whole Year,medium,Soyabean
loam soil,Telangana,MAHBUBNAGAR,Kharif,high,Korra
loam soil,Telangana,MAHBUBNAGAR,Kharif,high,Maize
loam soil,Telangana,MAHBUBNAGAR,Kharif,low,Ragi
loam soil,Telangana,MAHBUBNAGAR,Kharif,low,Tobacco
loam soil,Telangana,MAHBUBNAGAR,Kharif,low,Urad
loam soil,Telangana,MAHBUBNAGAR,Kharif,low,Other Kharif pulses
loam soil,Telangana,MAHBUBNAGAR,Kharif,low,Gram
loam soil,Telangana,MAHBUBNAGAR,Kharif,low,Ginger
loam soil,Telangana,MAHBUBNAGAR,Kharif,medium,Jowar
loam soil,Telangana,MAHBUBNAGAR,Kharif,medium,Mesta
loam soil,Telangana,MAHBUBNAGAR,Kharif,medium,Moong(Green Gram)
loam soil,Telangana,MAHBUBNAGAR,Kharif,medium,Small millets
loam soil,Telangana,MAHBUBNAGAR,Kharif,medium,Soyabean
loam soil,Telangana,MAHBUBNAGAR,Kharif,medium,Turmeric
loam soil,Telangana,MAHBUBNAGAR,Rabi,high,Maize
loam soil,Telangana,MAHBUBNAGAR,Rabi,high,Safflower
loam soil,Telangana,MAHBUBNAGAR,Rabi,high,Rapeseed &Mustard
loam soil,Telangana,MAHBUBNAGAR,Rabi,low,Gram
loam soil,Telangana,MAHBUBNAGAR,Rabi,low,Ragi
loam soil,Telangana,MAHBUBNAGAR,Rabi,low,Urad
loam soil,Telangana,MAHBUBNAGAR,Rabi,low,Tobacco
loam soil,Telangana,MAHBUBNAGAR,Rabi,medium,Jowar
loam soil,Telangana,MAHBUBNAGAR,Rabi,medium,Wheat
loam soil,Telangana,MAHBUBNAGAR,Rabi,medium,Moong(Green Gram)
loam soil,Telangana,MAHBUBNAGAR,Rabi,medium,Other  Rabi pulses
loam soil,Telangana,MAHBUBNAGAR,Rabi,medium,Small millets
loam soil,Telangana,MAHBUBNAGAR,Whole Year,high,Grapes
loam soil,Telangana,MAHBUBNAGAR,Whole Year,high,Orange
loam soil,Telangana,MAHBUBNAGAR,Whole Year,high,Pome Fruit
loam soil,Telangana,MAHBUBNAGAR,Whole Year,high,Safflower
loam soil,Telangana,MAHBUBNAGAR,Whole Year,low,Tobacco
loam soil,Telangana,MAHBUBNAGAR,Whole Year,low,Tapioca
loam soil,Telangana,MAHBUBNAGAR,Whole Year,medium,Turmeric
loam soil,Telangana,MAHBUBNAGAR,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Telangana,MEDAK,Kharif,high,Maize
